Time(ms),X,Y,Area
440550,1685.40,635.74,Area 2
440563,1685.40,635.74,Area 2
440574,1685.40,635.74,Area 2
440585,1685.40,635.74,Area 2
440596,1685.40,635.74,Area 2
440607,1685.40,635.74,Area 2
440618,1685.40,635.74,Area 2
440629,1685.40,635.74,Area 2
440640,1685.40,635.74,Area 2
440651,1685.40,635.74,Area 2
440662,, ,Model
440672,, ,Model
440683,, ,Model
440696,, ,Model
440706,, ,Model
440716,, ,Model
440729,, ,Model
440741,, ,Model
440752,, ,Model
440763,, ,Model
440775,, ,Model
440785,, ,Model
440796,, ,Model
440807,, ,Model
440818,, ,Model
440829,, ,Model
440839,, ,Model
440851,, ,Model
440864,, ,Model
440874,, ,Model
440885,, ,Model
440897,, ,Model
440908,, ,Model
440920,, ,Model
440931,, ,Model
440946,, ,Model
440956,, ,Model
440966,, ,Model
440979,, ,Model
440990,, ,Model
441000,, ,Model
441013,, ,Model
441024,, ,Model
441034,, ,Model
441046,, ,Model
441057,, ,Model
441068,, ,Model
441079,, ,Model
441089,, ,Model
441100,, ,Model
441113,, ,Model
441123,, ,Model
441134,, ,Model
441147,, ,Model
441158,, ,Model
441169,, ,Model
441179,, ,Model
441189,, ,Model
441200,, ,Model
441213,, ,Model
441223,, ,Model
441233,, ,Model
441245,, ,Model
441256,, ,Model
441267,, ,Model
441279,, ,Model
441290,, ,Model
441300,, ,Model
441312,, ,Model
441323,, ,Model
441334,, ,Model
441346,, ,Model
441356,, ,Model
441368,, ,Model
441379,, ,Model
441390,, ,Model
441401,, ,Model
441413,, ,Model
441423,, ,Model
441434,, ,Model
441447,, ,Model
441463,, ,Model
441473,, ,Model
441484,, ,Model
441497,, ,Model
441508,, ,Model
441518,, ,Model
441530,, ,Model
441541,, ,Model
441551,, ,Model
441562,, ,Model
441573,, ,Model
441584,, ,Model
441596,, ,Model
441606,, ,Model
441616,, ,Model
441629,, ,Model
441640,, ,Model
441651,, ,Model
441663,, ,Model
441673,, ,Model
441684,, ,Model
441696,, ,Model
441707,, ,Model
441717,, ,Model
441729,, ,Model
441740,, ,Model
441750,, ,Model
441763,, ,Model
441774,, ,Model
441784,, ,Model
441796,, ,Model
441807,, ,Model
441817,, ,Model
441829,, ,Model
441840,, ,Model
441850,, ,Model
441863,, ,Model
441874,, ,Model
441885,, ,Model
441896,, ,Model
441906,, ,Model
441917,, ,Model
441929,, ,Model
441940,, ,Model
441951,, ,Model
441963,, ,Model
441974,, ,Model
441985,, ,Model
441996,, ,Model
442006,, ,Model
442018,, ,Model
442029,, ,Model
442039,, ,Model
442049,, ,Model
442063,, ,Model
442073,, ,Model
442084,, ,Model
442096,, ,Model
442106,, ,Model
442116,, ,Model
442130,, ,Model
442146,, ,Model
442156,, ,Model
442166,, ,Model
442180,, ,Model
442190,, ,Model
442201,, ,Model
442213,, ,Model
442224,, ,Model
442234,, ,Model
442246,, ,Model
442256,, ,Model
442268,, ,Model
442280,, ,Model
442290,, ,Model
442301,, ,Model
442313,, ,Model
442323,, ,Model
442334,, ,Model
442346,, ,Model
442356,, ,Model
442367,, ,Model
442378,, ,Model
442389,, ,Model
442400,, ,Model
442412,, ,Model
442422,, ,Model
442433,, ,Model
442447,, ,Model
442457,, ,Model
442468,, ,Model
442479,, ,Model
442489,, ,Model
442499,, ,Model
442513,, ,Model
442523,, ,Model
442534,, ,Model
442546,, ,Model
442557,, ,Model
442567,, ,Model
442579,, ,Model
442589,, ,Model
442600,, ,Model
442612,, ,Model
442623,, ,Model
442634,, ,Model
442646,, ,Model
442657,, ,Model
442667,, ,Model
442679,, ,Model
442690,, ,Model
442700,, ,Model
442713,, ,Model
442723,, ,Model
442734,, ,Model
442746,, ,Model
442757,, ,Model
442768,, ,Model
442779,, ,Model
442790,, ,Model
442801,, ,Model
442813,, ,Model
442823,, ,Model
442834,, ,Model
442846,, ,Model
442862,, ,Model
442872,, ,Model
442882,, ,Model
442895,, ,Model
442907,, ,Model
442917,, ,Model
442929,, ,Model
442940,, ,Model
442950,, ,Model
442962,, ,Model
442973,, ,Model
442984,, ,Model
442996,, ,Model
443006,, ,Model
443017,, ,Model
443031,, ,Model
443041,, ,Model
443051,, ,Model
443063,, ,Model
443073,, ,Model
443084,, ,Model
443096,, ,Model
443106,, ,Model
443117,, ,Model
443130,, ,Model
443141,, ,Model
443151,, ,Model
443163,, ,Model
443179,, ,Model
443189,, ,Model
443200,, ,Model
443213,, ,Model
443224,, ,Model
443235,, ,Model
443246,, ,Model
443256,, ,Model
443267,, ,Model
443278,, ,Model
443288,, ,Model
443298,, ,Model
443313,, ,Model
443323,, ,Model
443334,, ,Model
443345,, ,Model
443356,, ,Model
443366,, ,Model
443378,, ,Model
443389,, ,Model
443400,, ,Model
443412,, ,Model
443423,, ,Model
443433,, ,Model
443446,, ,Model
443458,, ,Model
443469,, ,Model
443480,, ,Model
443490,, ,Model
443501,, ,Model
443512,, ,Model
443523,, ,Model
443533,, ,Model
443546,, ,Model
443556,, ,Model
443566,, ,Model
443579,, ,Model
443590,, ,Model
443601,, ,Model
443612,, ,Model
443622,, ,Model
443633,, ,Model
443646,, ,Model
443656,, ,Model
443667,, ,Model
443679,, ,Model
443689,, ,Model
443700,, ,Model
443712,, ,Model
443722,, ,Model
443734,, ,Model
443746,, ,Model
443757,, ,Model
443768,, ,Model
443779,, ,Model
443789,, ,Model
443801,, ,Model
443813,, ,Model
443823,, ,Model
443834,, ,Model
443846,, ,Model
443857,, ,Model
443867,, ,Model
443879,, ,Model
443889,, ,Model
443900,, ,Model
443912,, ,Model
443923,, ,Model
443933,, ,Model
443946,, ,Model
443957,, ,Model
443968,, ,Model
443979,, ,Model
443990,, ,Model
444000,, ,Model
444013,, ,Model
444023,, ,Model
444034,, ,Model
444045,, ,Model
444055,, ,Model
444067,, ,Model
444079,, ,Model
444091,, ,Model
444102,, ,Model
444112,, ,Model
444122,, ,Model
444134,, ,Model
444146,, ,Model
444157,, ,Model
444167,, ,Model
444179,, ,Model
444190,, ,Model
444200,, ,Model
444213,, ,Model
444223,, ,Model
444234,, ,Model
444246,, ,Model
444256,, ,Model
444267,, ,Model
444279,, ,Model
444289,, ,Model
444300,, ,Model
444312,, ,Model
444323,, ,Model
444334,, ,Model
444346,, ,Model
444357,, ,Model
444367,, ,Model
444379,, ,Model
444390,, ,Model
444401,, ,Model
444412,, ,Model
444423,, ,Model
444433,, ,Model
444446,, ,Model
444457,, ,Model
444468,, ,Model
444481,, ,Model
444496,, ,Model
444506,, ,Model
444516,, ,Model
444530,, ,Model
444541,, ,Model
444552,, ,Model
444563,, ,Model
444573,, ,Model
444584,, ,Model
444596,, ,Model
444606,, ,Model
444616,, ,Model
444629,, ,Model
444640,, ,Model
444650,, ,Model
444662,, ,Model
444673,, ,Model
444683,, ,Model
444696,, ,Model
444706,, ,Model
444716,, ,Model
444729,, ,Model
444739,, ,Model
444751,, ,Model
444762,, ,Model
444773,, ,Model
444783,, ,Model
444795,, ,Model
444806,, ,Model
444817,, ,Model
444829,, ,Model
444840,, ,Model
444850,, ,Model
444863,, ,Model
444873,, ,Model
444883,, ,Model
444896,, ,Model
444907,, ,Model
444918,, ,Model
444930,, ,Model
444940,, ,Model
444951,, ,Model
444962,, ,Model
444973,, ,Model
444983,, ,Model
444995,, ,Model
445006,, ,Model
445016,, ,Model
445029,, ,Model
445039,, ,Model
445050,, ,Model
445063,, ,Model
445079,, ,Model
445089,, ,Model
445099,, ,Model
445113,, ,Model
445123,, ,Model
445134,, ,Model
445146,, ,Model
445156,, ,Model
445166,, ,Model
445180,, ,Model
445191,, ,Model
445202,, ,Model
445213,, ,Model
445224,, ,Model
445235,, ,Model
445246,, ,Model
445257,, ,Model
445268,, ,Model
445279,, ,Model
445290,, ,Model
445301,, ,Model
445312,, ,Model
445323,, ,Model
445334,, ,Model
445345,, ,Model
445356,, ,Model
445366,, ,Model
445380,, ,Model
445390,, ,Model
445401,, ,Model
445412,, ,Model
445423,, ,Model
445433,, ,Model
445446,850.55,581.00,Area 1
445457,850.55,581.00,Area 1
445467,850.55,581.00,Area 1
445478,845.91,601.66,Area 1
445488,845.91,601.66,Area 1
445499,845.91,601.66,Area 1
445512,862.47,653.54,Area 1
445523,862.47,653.54,Area 1
445534,862.47,653.54,Area 1
445546,871.35,672.02,Area 1
445556,871.35,672.02,Area 1
445568,766.83,625.79,Area 1
445579,766.83,625.79,Area 1
445589,766.83,625.79,Area 1
445600,674.64,592.29,Area 1
445613,674.64,592.29,Area 1
445624,846.73,694.19,Area 1
445634,846.73,694.19,Area 1
445646,846.73,694.19,Area 1
445657,838.88,682.81,Area 1
445667,838.88,682.81,Area 1
445679,838.88,682.81,Area 1
445690,840.16,688.68,Area 1
445700,840.16,688.68,Area 1
445713,857.02,711.70,Area 1
445723,857.02,711.70,Area 1
445733,857.02,711.70,Area 1
445746,857.02,711.70,Area 1
445757,751.43,678.55,Area 1
445767,751.43,678.55,Area 1
445779,753.44,669.25,Area 1
445790,753.44,669.25,Area 1
445801,753.44,669.25,Area 1
445813,867.01,658.32,Area 1
445823,867.01,658.32,Area 1
445833,867.01,658.32,Area 1
445846,746.12,660.66,Area 1
445862,746.12,660.66,Area 1
445873,726.08,696.45,Area 1
445884,726.08,696.45,Area 1
445896,726.08,696.45,Area 1
445906,703.96,703.79,Area 1
445918,703.96,703.79,Area 1
445929,726.85,688.61,Area 1
445939,726.85,688.61,Area 1
445950,726.85,688.61,Area 1
445962,726.85,688.61,Area 1
445973,726.85,688.61,Area 1
445983,726.85,688.61,Area 1
445996,726.85,688.61,Area 1
446006,726.85,688.61,Area 1
446017,726.85,688.61,Area 1
446029,726.85,688.61,Area 1
446041,726.85,688.61,Area 1
446051,726.85,688.61,Area 1
446062,726.85,688.61,Area 1
446073,726.85,688.61,Area 1
446085,726.85,688.61,Area 1
446096,726.85,688.61,Area 1
446106,726.85,688.61,Area 1
446116,726.85,688.61,Area 1
446129,726.85,688.61,Area 1
446140,472.45,576.01,Area 1
446150,472.45,576.01,Area 1
446162,472.45,576.01,Area 1
446173,472.45,576.01,Area 1
446183,472.45,576.01,Area 1
446196,472.45,576.01,Area 1
446206,472.45,576.01,Area 1
446216,472.45,576.01,Area 1
446229,875.06,775.32,Area 1
446240,875.06,775.32,Area 1
446250,875.06,775.32,Area 1
446262,872.18,740.32,Area 1
446272,872.18,740.32,Area 1
446283,872.18,740.32,Area 1
446296,804.39,709.80,Area 1
446307,804.39,709.80,Area 1
446317,804.39,709.80,Area 1
446328,784.51,713.06,Area 1
446339,784.51,713.06,Area 1
446349,830.84,680.78,Area 1
446362,830.84,680.78,Area 1
446373,830.84,680.78,Area 1
446384,851.26,629.09,Area 1
446395,851.26,629.09,Area 1
446407,851.26,629.09,Area 1
446418,844.67,613.36,Area 1
446429,844.67,613.36,Area 1
446440,812.23,620.44,Area 1
446450,812.23,620.44,Area 1
446462,812.23,620.44,Area 1
446473,771.80,658.66,Area 1
446483,771.80,658.66,Area 1
446495,771.80,658.66,Area 1
446507,738.12,694.74,Area 1
446518,738.12,694.74,Area 1
446529,619.43,637.29,Area 1
446540,619.43,637.29,Area 1
446551,619.43,637.29,Area 1
446562,687.45,639.88,Area 1
446574,687.45,639.88,Area 1
446585,687.45,639.88,Area 1
446596,780.56,613.32,Area 1
446607,780.56,613.32,Area 1
446618,805.66,584.17,Area 1
446630,805.66,584.17,Area 1
446640,805.66,584.17,Area 1
446651,805.66,584.17,Area 1
446662,805.66,584.17,Area 1
446673,805.66,584.17,Area 1
446685,766.79,630.80,Area 1
446695,766.79,630.80,Area 1
446706,766.79,630.80,Area 1
446717,772.64,617.23,Area 1
446729,772.64,617.23,Area 1
446740,778.49,603.66,Area 1
446751,778.49,603.66,Area 1
446762,778.49,603.66,Area 1
446773,650.66,570.91,Area 1
446784,650.66,570.91,Area 1
446796,650.66,570.91,Area 1
446807,726.15,503.58,Area 3
446817,726.15,503.58,Area 3
446829,726.15,503.58,Area 3
446840,804.45,500.57,Area 3
446851,804.45,500.57,Area 3
446863,804.45,500.57,Area 3
446873,774.39,512.45,Area 3
446884,774.39,512.45,Area 3
446895,681.13,677.93,Area 1
446906,681.13,677.93,Area 1
446917,681.13,677.93,Area 1
446929,646.06,674.42,Area 1
446939,646.06,674.42,Area 1
446951,646.06,674.42,Area 1
446963,689.44,677.58,Area 1
446973,689.44,677.58,Area 1
446984,689.44,677.58,Area 1
446995,795.88,669.11,Area 1
447006,795.88,669.11,Area 1
447017,755.45,674.26,Area 1
447028,755.45,674.26,Area 1
447038,755.45,674.26,Area 1
447049,722.68,620.99,Area 1
447063,722.68,620.99,Area 1
447074,722.68,620.99,Area 1
