Time(ms),X,Y,Area
158017,884.86,851.03,Area 1
158029,886.25,849.46,Area 1
158043,886.25,849.46,Area 1
158056,884.38,850.14,Area 1
158067,884.38,850.14,Area 1
158084,884.05,856.42,Area 1
158100,884.05,856.42,Area 1
158117,901.20,969.69,Area 1
158130,901.20,969.69,Area 1
158141,, ,Model
158153,, ,Model
158166,, ,Model
158178,, ,Model
158194,, ,Model
158209,, ,Model
158220,, ,Model
158232,, ,Model
158244,, ,Model
158257,, ,Model
158272,, ,Model
158283,, ,Model
158297,, ,Model
158313,, ,Model
158326,, ,Model
158336,, ,Model
158351,, ,Model
158361,, ,Model
158377,, ,Model
158389,, ,Model
158401,, ,Model
158414,, ,Model
158425,, ,Model
158436,, ,Model
158446,, ,Model
158458,, ,Model
158470,, ,Model
158481,, ,Model
158494,, ,Model
158507,, ,Model
158523,, ,Model
158537,, ,Model
158552,, ,Model
158566,, ,Model
158579,, ,Model
158593,, ,Model
158606,, ,Model
158621,, ,Model
158634,, ,Model
158645,, ,Model
158655,, ,Model
158669,, ,Model
158684,, ,Model
158700,, ,Model
158712,, ,Model
158722,, ,Model
158734,, ,Model
158748,, ,Model
158759,, ,Model
158769,, ,Model
158782,, ,Model
158793,, ,Model
158804,, ,Model
158816,, ,Model
158828,, ,Model
158838,, ,Model
158851,, ,Model
158864,, ,Model
158879,, ,Model
158891,, ,Model
158902,, ,Model
158917,, ,Model
158929,, ,Model
158943,, ,Model
158956,, ,Model
158969,, ,Model
158979,, ,Model
158994,, ,Model
159008,, ,Model
159020,, ,Model
159034,, ,Model
159045,, ,Model
159056,, ,Model
159072,, ,Model
159086,, ,Model
159099,, ,Model
159109,, ,Model
159119,, ,Model
159131,, ,Model
159143,, ,Model
159158,, ,Model
159173,, ,Model
159183,, ,Model
159194,, ,Model
159205,, ,Model
159216,, ,Model
159230,, ,Model
159242,, ,Model
159253,, ,Model
159264,, ,Model
159278,, ,Model
159289,, ,Model
159299,, ,Model
159311,, ,Model
159323,, ,Model
159347,, ,Model
159360,, ,Model
159373,, ,Model
159389,, ,Model
159401,, ,Model
159413,807.27,989.13,Area 1
159430,807.27,989.13,Area 1
159441,827.98,859.44,Area 1
159453,827.98,859.44,Area 1
159466,827.98,859.44,Area 1
159482,855.71,719.17,Area 1
159495,855.71,719.17,Area 1
159505,867.17,710.98,Area 1
159515,867.17,710.98,Area 1
159530,876.51,724.61,Area 1
159541,876.51,724.61,Area 1
159551,876.51,724.61,Area 1
159567,876.71,730.19,Area 1
159578,876.71,730.19,Area 1
159591,871.49,723.91,Area 1
