Time(ms),X,Y,Area
75035,870.96,800.13,Area 1
75046,870.96,800.13,Area 1
75056,868.72,786.36,Area 1
75068,868.72,786.36,Area 1
75079,868.72,786.36,Area 1
75090,849.58,806.55,Area 1
75102,849.58,806.55,Area 1
75112,848.43,789.62,Area 1
75122,848.43,789.62,Area 1
75134,848.43,789.62,Area 1
75145,854.77,784.93,Area 1
75156,854.77,784.93,Area 1
75168,854.77,784.93,Area 1
75179,855.58,796.19,Area 1
75190,855.58,796.19,Area 1
75202,861.64,783.18,Area 1
75213,861.64,783.18,Area 1
75223,861.64,783.18,Area 1
75235,886.27,790.05,Area 1
75246,886.27,790.05,Area 1
75256,886.27,790.05,Area 1
75268,872.59,773.21,Area 1
75280,872.59,773.21,Area 1
75291,872.59,773.21,Area 1
75301,851.41,756.73,Area 1
75312,851.41,756.73,Area 1
75323,852.86,768.84,Area 1
75335,852.86,768.84,Area 1
75346,852.86,768.84,Area 1
75357,849.00,779.69,Area 1
75368,849.00,779.69,Area 1
75379,849.00,779.69,Area 1
75389,853.57,774.18,Area 1
75402,853.57,774.18,Area 1
75412,853.57,774.18,Area 1
75423,864.73,766.29,Area 1
75435,864.73,766.29,Area 1
75445,890.13,773.69,Area 1
75456,890.13,773.69,Area 1
75468,890.13,773.69,Area 1
75478,884.80,770.27,Area 1
75488,884.80,770.27,Area 1
75502,884.80,770.27,Area 1
75513,853.70,777.76,Area 1
75524,853.70,777.76,Area 1
75537,846.59,792.21,Area 1
75548,846.59,792.21,Area 1
75558,846.59,792.21,Area 1
75568,845.21,790.56,Area 1
75579,845.21,790.56,Area 1
75591,845.21,790.56,Area 1
75602,850.44,793.76,Area 1
75613,850.44,793.76,Area 1
75625,853.24,783.22,Area 1
75636,853.24,783.22,Area 1
75647,853.24,783.22,Area 1
75657,857.49,772.18,Area 1
75669,857.49,772.18,Area 1
75679,857.49,772.18,Area 1
75690,854.38,777.98,Area 1
75702,854.38,777.98,Area 1
75713,854.38,777.98,Area 1
75724,835.99,792.20,Area 1
75736,835.99,792.20,Area 1
75747,837.12,798.75,Area 1
75757,837.12,798.75,Area 1
75768,837.12,798.75,Area 1
75779,846.54,792.45,Area 1
75790,846.54,792.45,Area 1
75801,846.54,792.45,Area 1
75812,846.20,791.28,Area 1
75822,846.20,791.28,Area 1
75835,846.20,791.28,Area 1
75845,853.18,775.12,Area 1
75856,853.18,775.12,Area 1
75868,880.31,780.07,Area 1
75878,880.31,780.07,Area 1
75888,880.31,780.07,Area 1
75902,885.94,794.71,Area 1
75913,885.94,794.71,Area 1
75924,885.94,794.71,Area 1
75935,860.34,799.36,Area 1
75945,860.34,799.36,Area 1
75956,860.34,799.36,Area 1
75969,861.89,803.75,Area 1
75979,861.89,803.75,Area 1
75990,837.72,801.43,Area 1
76002,837.72,801.43,Area 1
76013,837.72,801.43,Area 1
76023,827.06,791.95,Area 1
76036,827.06,791.95,Area 1
76046,827.06,791.95,Area 1
76057,839.14,788.63,Area 1
76069,839.14,788.63,Area 1
76079,826.26,793.87,Area 1
76090,826.26,793.87,Area 1
76102,826.26,793.87,Area 1
76113,843.51,803.74,Area 1
76124,843.51,803.74,Area 1
76135,843.51,803.74,Area 1
76146,857.86,822.32,Area 1
76156,857.86,822.32,Area 1
76168,857.86,822.32,Area 1
76179,858.18,822.74,Area 1
76189,858.18,822.74,Area 1
76202,850.83,798.35,Area 1
76212,850.83,798.35,Area 1
76223,850.83,798.35,Area 1
76235,880.67,854.10,Area 1
76246,880.67,854.10,Area 1
76256,880.67,854.10,Area 1
76268,1002.18,941.25,Area 2
76278,1002.18,941.25,Area 2
76289,1002.18,941.25,Area 2
76302,1090.68,968.53,Area 2
76313,1090.68,968.53,Area 2
76324,1116.78,989.80,Area 2
76335,1116.78,989.80,Area 2
76346,1116.78,989.80,Area 2
76357,1142.58,995.93,Area 2
76369,1142.58,995.93,Area 2
76380,1174.68,985.58,Area 2
76390,1174.68,985.58,Area 2
76402,1174.68,985.58,Area 2
76413,1170.16,1040.64,Area 2
76424,1170.16,1040.64,Area 2
76435,1170.16,1040.64,Area 2
76446,1170.16,1040.64,Area 2
76456,1170.16,1040.64,Area 2
76469,1170.16,1040.64,Area 2
76479,1170.16,1040.64,Area 2
76490,1170.16,1040.64,Area 2
76502,1170.16,1040.64,Area 2
76512,1170.16,1040.64,Area 2
76523,1170.16,1040.64,Area 2
76535,1170.16,1040.64,Area 2
76545,1170.16,1040.64,Area 2
76557,1170.16,1040.64,Area 2
76569,1170.16,1040.64,Area 2
76579,1170.16,1040.64,Area 2
76590,1170.16,1040.64,Area 2
76601,1170.16,1040.64,Area 2
76611,1170.16,1040.64,Area 2
76622,1170.16,1040.64,Area 2
76635,1170.16,1040.64,Area 2
76645,1170.16,1040.64,Area 2
76656,1170.16,1040.64,Area 2
76668,1170.16,1040.64,Area 2
76679,1170.16,1040.64,Area 2
76689,1170.16,1040.64,Area 2
76702,1170.16,1040.64,Area 2
76712,1170.16,1040.64,Area 2
76722,1170.16,1040.64,Area 2
76735,1170.16,1040.64,Area 2
76746,1170.16,1040.64,Area 2
76756,1170.16,1040.64,Area 2
76769,1170.16,1040.64,Area 2
76779,1170.16,1040.64,Area 2
76790,1170.16,1040.64,Area 2
76802,1170.16,1040.64,Area 2
76812,1170.16,1040.64,Area 2
76823,1170.16,1040.64,Area 2
76835,1170.16,1040.64,Area 2
76845,1170.16,1040.64,Area 2
76857,1170.16,1040.64,Area 2
76869,1170.16,1040.64,Area 2
76879,1170.16,1040.64,Area 2
76890,1170.16,1040.64,Area 2
76901,1170.16,1040.64,Area 2
76912,, ,Model
76922,, ,Model
76935,, ,Model
76946,, ,Model
76956,, ,Model
76968,, ,Model
76979,, ,Model
76991,, ,Model
77002,, ,Model
77013,, ,Model
77023,, ,Model
77035,, ,Model
77046,, ,Model
77056,, ,Model
77068,, ,Model
77078,, ,Model
77089,, ,Model
77102,, ,Model
77113,, ,Model
77124,, ,Model
77134,, ,Model
77145,, ,Model
77156,, ,Model
77168,, ,Model
77178,, ,Model
77189,, ,Model
77201,, ,Model
77211,, ,Model
77222,, ,Model
77235,, ,Model
77246,, ,Model
77257,, ,Model
77268,, ,Model
77278,, ,Model
77288,, ,Model
77301,, ,Model
77313,, ,Model
77324,, ,Model
77335,, ,Model
77345,, ,Model
77356,, ,Model
77368,, ,Model
77378,, ,Model
77388,, ,Model
77401,, ,Model
77412,, ,Model
77423,, ,Model
77435,, ,Model
77447,, ,Model
77457,, ,Model
77469,844.63,914.63,Area 1
77479,844.63,914.63,Area 1
77489,844.63,914.63,Area 1
77502,877.77,852.93,Area 1
77513,877.77,852.93,Area 1
77524,877.77,852.93,Area 1
77535,884.83,868.46,Area 1
77545,884.83,868.46,Area 1
77556,882.12,877.82,Area 1
77570,882.12,877.82,Area 1
77580,882.12,877.82,Area 1
77590,888.58,877.44,Area 1
77602,888.58,877.44,Area 1
77612,888.58,877.44,Area 1
77624,894.47,871.46,Area 1
77635,894.47,871.46,Area 1
77645,894.47,871.46,Area 1
77655,890.53,828.88,Area 1
77668,890.53,828.88,Area 1
77678,890.53,828.88,Area 1
77689,891.98,828.85,Area 1
77701,891.98,828.85,Area 1
77713,893.14,834.36,Area 1
77723,893.14,834.36,Area 1
77735,893.14,834.36,Area 1
77745,893.75,835.31,Area 1
77755,893.75,835.31,Area 1
77769,893.75,835.31,Area 1
77781,894.06,833.03,Area 1
77792,894.06,833.03,Area 1
77802,891.27,837.27,Area 1
77812,891.27,837.27,Area 1
77822,891.27,837.27,Area 1
77835,890.94,848.41,Area 1
77845,890.94,848.41,Area 1
77855,890.94,848.41,Area 1
77868,894.27,847.66,Area 1
77879,894.27,847.66,Area 1
77890,894.27,847.66,Area 1
77902,898.20,854.36,Area 1
77913,898.20,854.36,Area 1
77924,898.20,854.36,Area 1
77936,899.68,862.51,Area 1
77946,899.68,862.51,Area 1
77957,899.68,862.51,Area 1
77969,899.68,862.51,Area 1
77980,899.68,862.51,Area 1
77990,899.68,862.51,Area 1
78002,889.11,856.63,Area 1
78013,889.11,856.63,Area 1
78023,889.11,856.63,Area 1
78035,890.82,837.08,Area 1
78045,890.82,837.08,Area 1
78055,883.37,820.49,Area 1
78069,883.37,820.49,Area 1
78079,880.38,814.74,Area 1
78090,880.38,814.74,Area 1
78102,872.95,813.28,Area 1
78112,872.95,813.28,Area 1
78123,872.95,813.28,Area 1
78135,861.55,829.00,Area 1
78147,861.55,829.00,Area 1
78158,861.55,829.00,Area 1
78169,855.15,848.61,Area 1
78179,855.15,848.61,Area 1
78189,855.15,848.61,Area 1
78202,860.77,849.79,Area 1
78212,860.77,849.79,Area 1
78222,860.77,849.79,Area 1
78235,863.75,845.00,Area 1
78246,863.75,845.00,Area 1
78256,869.75,846.40,Area 1
78268,869.75,846.40,Area 1
78279,869.75,846.40,Area 1
78289,871.84,851.74,Area 1
78302,871.84,851.74,Area 1
78312,871.84,851.74,Area 1
78323,875.81,861.77,Area 1
78335,875.81,861.77,Area 1
78345,887.09,867.37,Area 1
78356,887.09,867.37,Area 1
78368,887.09,867.37,Area 1
78379,882.43,871.90,Area 1
78389,882.43,871.90,Area 1
78402,882.43,871.90,Area 1
78412,892.58,836.25,Area 1
78422,892.58,836.25,Area 1
78435,911.52,768.73,Area 1
78446,911.52,768.73,Area 1
78457,911.52,768.73,Area 1
78469,918.67,755.80,Area 1
78480,918.67,755.80,Area 1
78491,918.67,755.80,Area 1
78501,927.03,774.27,Area 1
78512,927.03,774.27,Area 1
78522,927.03,774.27,Area 1
78535,910.92,769.16,Area 1
78545,910.92,769.16,Area 1
78556,911.56,764.14,Area 1
78568,911.56,764.14,Area 1
78581,911.56,764.14,Area 1
78591,915.93,761.19,Area 1
78602,915.93,761.19,Area 1
78612,915.93,761.19,Area 1
78623,905.17,757.72,Area 1
78635,905.17,757.72,Area 1
78646,904.11,773.82,Area 1
78657,904.11,773.82,Area 1
78668,904.11,773.82,Area 1
78679,895.86,772.57,Area 1
78690,895.86,772.57,Area 1
78701,895.86,772.57,Area 1
78712,886.95,804.30,Area 1
78723,886.95,804.30,Area 1
78734,886.95,804.30,Area 1
78745,868.80,850.97,Area 1
78755,868.80,850.97,Area 1
78768,854.18,845.88,Area 1
78779,854.18,845.88,Area 1
78789,854.18,845.88,Area 1
78801,828.38,852.42,Area 1
78813,828.38,852.42,Area 1
78823,828.38,852.42,Area 1
78835,823.49,868.84,Area 1
78846,823.49,868.84,Area 1
78858,840.94,866.39,Area 1
78868,840.94,866.39,Area 1
78878,840.94,866.39,Area 1
78889,836.83,872.48,Area 1
78901,836.83,872.48,Area 1
78912,836.83,872.48,Area 1
78923,829.53,871.13,Area 1
78935,829.53,871.13,Area 1
78945,829.53,871.13,Area 1
78956,833.86,863.14,Area 1
78969,833.86,863.14,Area 1
78979,846.70,868.50,Area 1
78990,846.70,868.50,Area 1
79001,846.70,868.50,Area 1
79011,856.52,861.93,Area 1
79021,856.52,861.93,Area 1
79035,856.52,861.93,Area 1
79046,863.19,852.28,Area 1
79057,863.19,852.28,Area 1
79068,863.19,852.28,Area 1
79078,869.04,851.93,Area 1
79089,869.04,851.93,Area 1
79101,871.01,838.69,Area 1
79112,871.01,838.69,Area 1
79123,871.01,838.69,Area 1
79135,872.46,828.69,Area 1
79147,872.46,828.69,Area 1
79158,872.46,828.69,Area 1
79169,874.93,816.13,Area 1
79179,874.93,816.13,Area 1
79191,881.24,811.72,Area 1
79202,881.24,811.72,Area 1
79212,881.24,811.72,Area 1
79223,885.46,821.39,Area 1
79235,885.46,821.39,Area 1
79245,885.46,821.39,Area 1
79255,982.32,868.75,Area 2
79268,982.32,868.75,Area 2
79279,1078.48,915.04,Area 2
79289,1078.48,915.04,Area 2
